integrantes,vinculacion,horas_dedicacion,url,grupo,inicio_vinculacion,fin_vinculacion,posgrade,clasification,articulos,capitulos,libros,softwares,innovaciones,trabajos_dirigidos
MIGUEL ALBERTO BECERRA BOTERO,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001334112,556,2018-01-01, Actual,Maestría/Magister,Investigador Asociado (I),6,1,0,0,0,0
RAMIRO ANTONIO LOPERA SANCHEZ,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001053477,556,2014-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,2,4,0,0
RUBEN DARIO FONNEGRA TARAZONA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001637155,556,2017-01-01, Actual,Maestría/Magister,Sin clasificar,3,0,0,0,0,3
SERGIO DANILO SALDARRIAGA ZULUAGA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000115851,556,2016-01-01, Actual,Doctorado,Investigador Junior (IJ),20,0,0,0,0,13
SERGIO HERNANDO RUIZ OBANDO,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001419433,556,2018-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,19
VICTOR MARIO OQUENDO CORREA OQUENDO CORREA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001684454,556,2017-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
WALTER JULIAN GIL GONZALEZ,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001425804,556,2019-01-01, Actual,Doctorado,Investigador Junior (IJ),12,2,0,0,0,0
WILLIAM OROZCO MURILLO,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000192023,556,2013-01-01, Actual,Maestría/Magister,Investigador Asociado (I),12,0,0,1,0,24
XIMENA ANDREA VILLALOBOS VELASQUEZ,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001534896,556,2013-11-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
YESSICA LUZ PUELLO RUIZ,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001778389,556,2018-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
YASODHARA MARIETH SALAS TOBON,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001160192,557,2018-03-01, Actual,Maestría/Magister,Investigador Junior (IJ),0,0,0,0,0,0
PILAR XIMENA LIZARAZO MEDINA,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001103520,558,2007-11-01, Actual,Doctorado,Investigador Junior (IJ),9,0,0,0,0,9
JULIANA RENDON ALZATE,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000091061,558,2017-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
LUISA MARIANA ZAPATA MUNOZ,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001451954,558,2012-02-01, Actual,Técnico,Sin clasificar,0,0,0,0,0,0
MARCELINA MARIA MENDOZA SALAZAR,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001372025,558,2009-07-01, Actual,Pregrado/Universitario,Sin clasificar,2,0,0,0,0,0
CESAR ROMAN VALENCIA,Integrante,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000705233,559,2000-01-01, Actual,Doctorado,Investigador Senior (IS),76,1,1,0,0,14
RAQUEL IVVETH RUIZ CALDERON,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000716448,559,2000-01-01, Actual,Maestría/Magister,Sin clasificar,16,0,1,0,0,4
ALEJANDRO LONDONO BURBANO,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001389220,559,2009-01-01, Actual,Doctorado,Sin clasificar,2,0,0,0,0,0
AURA MARIA BASTIDAS QUINTERO,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001599026,559,2014-11-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
DONALD CHARLES TAPHORN BAECHLE,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000590479,559,2008-01-01, Actual,Doctorado,Sin clasificar,120,0,0,0,0,28
JORGE HERNAN PATINO RODRIGUEZ,Integrante,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000537390,559,2011-06-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
LUIS GONZALO SALINAS JIMENEZ,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001423726,559,2016-07-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
PAOLA ANDREA VILLEGAS ACOSTA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001431149,559,2016-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
SANTIAGO CASAS CARDONA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000029968,559,2016-02-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
CARLOS ALBERTO AMAYA CORREDOR,Integrante,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001115308,560,2016-04-01, Actual,Maestría/Magister,Sin clasificar,3,1,1,0,4,51
CAROLINA HERNANDEZ CONTRERAS,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000043207,560,2016-04-01, Actual,Maestría/Magister,Sin clasificar,2,1,1,0,4,35
ALBA J BUITRAGO BUITRAGO,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000044810,560,2019-08-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
CAROLINA JONES ZAMBRANO,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000044194,560,2019-08-01, Actual,Maestría/Magister,Sin clasificar,0,1,0,0,4,4
ISABEL AMELIDA MANTILLA PORTILLA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001825154,560,2020-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,6
FRANK CARLOS VARGAS TANGUA,Integrante,30,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001103458,561,2014-11-01, Actual,Maestría/Magister,Sin clasificar,1,1,0,0,0,5
EDGAR RODRIGUEZ DIAZ,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000013114,561,2013-08-01, Actual,Maestría/Magister,Sin clasificar,0,1,0,0,0,36
CESAR AUGUSTO CASTELLANOS MORALES,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001346642,561,2016-01-01, Actual,Maestría/Magister,Investigador Junior (IJ),4,5,2,0,0,1
DIANA PATRICIA TORRES SOLANO,Integrante,15,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000790605,561,2015-01-01, Actual,Maestría/Magister,Sin clasificar,0,1,0,0,0,20
LUZ KARIME REYES CHAPARRO,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001767183,561,2020-11-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
OSCAR JAVIER LEAL GUERRERO,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001130250,561,2015-02-01, Actual,Especialización,Sin clasificar,0,1,0,0,0,4
RAFAEL ANTONIO ESTUPINAN PINTO,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001449475,561,2009-08-01, Actual,Pregrado/Universitario,Sin clasificar,1,0,0,0,0,20
SANDRA LILIANA QUINTERO DIAZ,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001837912,561,2019-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
SERGIO ANDRES PENA PEREA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001256416,561,2016-07-01, Actual,Especialización,Sin clasificar,1,1,0,1,0,12
WILLIAM GUERRERO SALAZAR,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000843105,561,2015-02-01, Actual,Maestría/Magister,Sin clasificar,0,2,0,0,0,11
YULEIMY RAMIREZ ORDONEZ,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001577425,561,2015-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,6
ALVARO ACEVEDO OSORIO,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001456369,562,2017-02-01, Actual,Doctorado,Investigador Asociado (I),6,7,0,0,0,4
HELIODORO ARGUELLO ARIAS,Integrante,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000223336,562,2005-06-01, Actual,Doctorado,Sin clasificar,9,2,5,0,0,13
ANGELA MARIBETH MARTIN PEREZ,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000005385,562,2020-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
DORA HILDA AYA BAQUERO,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001523262,562,2019-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
ELIZABETH VALOYES BEJARANO,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001182676,562,2020-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
GONZALO ERNESTO FAJARDO MEDINA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001048880,562,2020-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
JAVIER LEONARDO RODRIGUEZ CABRA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000622834,562,2017-02-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
JONATHAN SALAS CARDENAS,Integrante,3,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000172484,562,2019-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
JULIAN ERNESTO RAMIREZ CABALLERO,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001606136,562,2014-10-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
LEIDY CATALINA CAMACHO FANDINO,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000098307,562,2019-01-01, Actual,Maestría/Magister,Sin clasificar,0,1,0,0,0,0
LIZA LORENA QUITIAN AYALA,Integrante,3,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001385511,562,2020-01-01, Actual,Maestría/Magister,Sin clasificar,0,2,0,0,0,0
LUIS CARLOS BERNAL RICO,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001502662,562,2019-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
MONICA VIVIANA LEON DURAN,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001462147,562,2020-02-01, Actual,Pregrado/Universitario,Sin clasificar,1,0,0,0,0,0
NATALIA DEL PILAR PINZON LOPEZ,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001458694,562,2014-12-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
NUBIA YOLANDA RODRIGUEZ PINZON,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001370882,562,2013-03-01, Actual,Pregrado/Universitario,Sin clasificar,0,1,0,0,0,0
RAUL ERNESTO ALBAN TORRES,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001704290,562,2019-06-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
ADRIANA ESGUERRA ARCE,Integrante,24,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001143310,563,2016-08-01, Actual,Doctorado,Investigador Junior (IJ),4,0,0,0,0,5
JOSEPH ROBERT VOELKL PENALOZA,Integrante,1,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001068610,563,2015-03-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
ANDRES FELIPE SANTOS HERNANDEZ,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001084763,563,2015-08-01, Actual,Maestría/Magister,Sin clasificar,1,3,0,0,0,3
ANGELICA SARMIENTO LEPESQUEUR,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000562360,563,2012-01-01, Actual,Maestría/Magister,Sin clasificar,3,0,0,0,0,1
CARLOS RODRIGO RUIZ CRUZ,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000653004,563,2008-01-01, Actual,Maestría/Magister,Investigador Junior (IJ),5,0,0,1,0,33
CLAUDIA YADIRA RODRIGUEZ RIOS,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000967246,563,2006-09-01, Actual,Maestría/Magister,Sin clasificar,2,2,0,0,0,28
CRISTIAN DAVID CANDIA GARCIA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001590877,563,2017-01-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
CRISTIAN DAVID RAMIREZ PICO,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001612688,563,2015-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
DARWIN ANTONIO BAQUERO SANDOVAL,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001616012,563,2016-08-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
DAVID LEONARDO CORTES MURCIA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001637945,563,2015-06-01, Actual,Doctorado,Sin clasificar,0,0,0,0,0,0
EDNA ROCIO PEREZ MALAVER,Integrante,1,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000043287,563,2015-08-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
IVONNE ANGELICA CASTIBLANCO JIMENEZ,Integrante,15,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001613218,563,2014-12-01, Actual,Maestría/Magister,Investigador Junior (IJ),3,0,0,0,0,1
JAIRO RAUL CHACON VARGAS,Integrante,15,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000537527,563,2006-09-01, Actual,Doctorado,Sin clasificar,8,0,1,0,0,6
JOAN PAOLA CRUZ GONZALEZ,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001632123,563,2015-06-01, Actual,Maestría/Magister,Sin clasificar,4,0,0,0,0,10
JOHANNA ESGUERRA ARCE,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001217291,563,2016-08-01, Actual,Doctorado,Investigador Junior (IJ),3,0,1,0,0,6
LUIS FRANCISCO LOPEZ CASTRO,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001355243,563,2016-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
LUZ ANGELICA RODRIGUEZ BELLO,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000694533,563,2006-09-01, Actual,Doctorado,Sin clasificar,9,0,0,0,0,48
NICOLAS GIEDELMAN LASPRILLA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001613801,563,2015-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
RAFAEL IVAN MORA CONTRERAS,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000093226,563,2017-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
RICARDO AUGUSTO VASQUEZ ARANGO,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000882046,563,2012-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,18
SONIA ALEXANDRA JAIMES SUAREZ,Integrante,1,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000140996,563,2013-04-01, Actual,Maestría/Magister,Sin clasificar,2,0,0,0,0,5
SANDRA TATIANA SUESCUN OSPINA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001131206,564,2007-01-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,6
ALVARO OCAMPO DURAN,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000228800,564,2005-01-01, Actual,Doctorado,Sin clasificar,6,2,0,0,0,1
ANDREA PAOLA FERNANDEZ LAVADO,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000870366,564,2017-04-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,1
ANDRES FELIPE BOLIVAR SIERRA,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001397572,564,2014-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
FRANCISCO ANTONIO CASTRO LIMA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000464341,564,2005-02-01, Actual,Pregrado/Universitario,Investigador Junior (IJ),9,5,2,0,0,0
JHON ALEXANDER CARRILLO ROZO,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000028437,564,2020-08-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
JULIANA PENALOSA AREVALO,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001742154,564,2020-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
KATERIN ALEXA DIAZ MOZO,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000047436,564,2017-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
LOURDES PENUELA RECIO,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000870340,564,2005-01-01, Actual,Maestría/Magister,Sin clasificar,3,12,3,0,0,0
MARY LENA PEREZ IBARRA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001851031,564,2021-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
MYRIAM CONSTANZA YUNDA ROMERO,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001340565,564,2009-05-01, Actual,Maestría/Magister,Sin clasificar,0,0,1,0,0,1
NATALIA OCAMPO PENUELA,Integrante,10; 40; 10; 40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001366467,564; 602,2011-02-01; 2020-05-01, Actual,Doctorado,Sin clasificar,19; 1,0; 0,0; 0,0; 0,0; 0,1; 0
NATALY MONTOYA CARDENAS,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001875230,564,2022-02-01, Actual,Técnico,Sin clasificar,0,0,0,0,0,0
DIEGO ARMANDO CARRERO SARMIENTO,Integrante,24,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001139398,565,2012-01-01, Actual,Maestría/Magister,Investigador Asociado (I),15,0,0,0,0,11
ALDEMAR ALBERTO ACEVEDO RINCON,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000879290,565,2010-01-01, Actual,Doctorado,Investigador Asociado (I),24,0,1,0,0,10
CAMILA ALEJANDRA SERNA OVALLOS,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000120936,565,2017-02-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
CAMILO ANDRES OLARTE QUINONEZ,Integrante,24,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001377451,565,2015-02-01, Actual,Maestría/Magister,Sin clasificar,2,0,0,0,0,0
CARLOS GERMAN DELGADO MENDEZ,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001532012,565,2017-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
ERIKA ALEXANDRA GUERRERO CARDENAS,Integrante,10; 4; 10; 4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001204424,565; 642,2013-02-01; 2017-01-01, Actual,Maestría/Magister,Sin clasificar,0; 0,0; 0,0; 0,0; 0,0; 0,1; 8
JENNIFER YURANY CASTANEDA OVIEDO,Integrante,15,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000016875,565,2014-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
LIZETH EUNICE BOLIVAR BUITRAGO,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000114249,565,2017-02-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
MONICA MARIA ALBORNOZ ESPINEL,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001602017,565,2013-02-01, Actual,Pregrado/Universitario,Sin clasificar,2,0,0,0,0,0
NELSON JOSUE FERNANDEZ PARADA,Integrante,15,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000422924,565,2009-03-01, Actual,Doctorado,Investigador Asociado (I),10,2,0,0,0,19
RICHARD ONALBI HOYOS LOPEZ,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000540986,565,2015-02-01, Actual,Doctorado,Investigador Asociado (I),0,0,0,0,0,1
SILVIA JULIANA GONZALEZ ARTEAGA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001556405,565,2018-02-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
YERSON JAVIER GARCIA LEAL,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001526971,565,2017-02-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
DIEGO ROLANDO GUTIERREZ SANABRIA,Integrante,20; 10; 20; 10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001359054,565; 611,2012-01-01; 2014-01-01, Actual,Maestría/Magister,Investigador Junior (IJ),5; 0,3; 0,1; 0,0; 0,0; 0,1; 0
JORGE VELEZ LOZANO,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001127292,566,2009-01-01, Actual,Doctorado,Investigador Junior (IJ),5,0,0,0,0,26
JESUS ANTONIO CASTILLO FRANCO,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000330981,566,2004-03-01, Actual,Doctorado,Sin clasificar,21,0,0,0,0,26
ALVARO JAVIER CEBALLOS FREIRE,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001535605,566,2013-01-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,2
ANA JULIA MALLAMA GOYES,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001501404,566,2019-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
ANGIE PAOLA SANTACRUZ SALAS,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001725455,566,2019-07-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
DAVID ANDRES CALVACHE MUNOZ,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001512162,566,2013-11-01, Actual,Maestría/Magister,Sin clasificar,3,0,0,0,0,0
DAVID ANDRES DELGADO JURADO,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001683667,566,2019-01-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
DIANA MARIA GUERRERO PEREZ,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000486680,566,2015-09-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
DIEGO ANDRES MUNOZ GUERRERO,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000495344,566,2016-09-01, Actual,Doctorado,Investigador Junior (IJ),0,0,0,0,0,0
HANSEL DAVID BURGOS MELO,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001727893,566,2019-06-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
HECTOR RAMIRO ORDONEZ JURADO,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000331244,566,2004-03-01, Actual,Doctorado,Sin clasificar,9,0,0,0,0,12
